,sentence,foodlist
13002,내일  점심에 냉면과 마라탕을 없음 먹을것 같아,"['냉면', '마라탕']"
13003,"어제 12시에 배추, 간짜장면 마라탕하고 소고기 비빔밥, 마라탕을 쪼금 먹을것 같아","['배추', '간짜장면', '마라탕', '소고기 비빔밥', '마라탕']"
13004,오늘 식사는 10시에 냉면과 오복쟁반을 쪼금,"['냉면', '오복쟁반']"
13005,"익일 식사는 간식으로 탕수육, 짜장면을 조금 먹을꺼야","['탕수육', '짜장면']"
13006,익일 식사로는 12시에 배추 김치 김치 볶음밥을 적당히 먹을게,"['배추 김치', '김치 볶음밥']"
13007,내일 식사로는 10시에 간짜장하고 만두국을 조금 먹을게,"['간짜장', '만두국']"
13008,금일 간식으로 돈까스 토마토를 쪼금 먹음,"['돈까스', '토마토']"
13009,10시에 순두부찌개와 알리오올리오를 맛있게,"['순두부찌개', '알리오올리오']"
13010,익일 식사로는 7시에 마라탕 김치 볶음밥을 먹을것 같아,"['마라탕', '김치 볶음밥']"
13011,오늘 식사는 아침으로 알리오올리오하고 로제 파스타를 빨리 먹을것 같아,"['알리오올리오', '로제 파스타']"
13012,내일 식사로는 저녁으로 팟타이하고 족발을 먹음,"['팟타이', '족발']"
13013,오늘 식사로는 밥 간짜장면과 탕수육을 쪼금 먹을것임,"['밥', '간짜장면', '탕수육']"
13014,금일 식사로는 12시에 김치 볶음밥이랑 비빔밥을,"['김치 볶음밥', '비빔밥']"
13015,"일일 점심으로 족발 보쌈, 삼겹살을 쪼금 먹을게","['족발 보쌈', '삼겹살']"
13016,오늘 식사는 저녁으로 밥이랑 김치를 많이 먹을것임,"['밥', '김치']"
13017,"금일 12시에 보쌈, 밥을 쪼금 먹었네","['보쌈', '밥']"
13018,"익일 1시에 갈비, 오복쟁반을 조금 먹을것 같아","['갈비', '오복쟁반']"
13019,내일 모레 6시에 김치찜하고 밥을 먹을것임,"['김치찜', '밥']"
13020,그저께 9시에 햄버거하고 한우를 먹을것 같아,"['햄버거', '한우']"
13021,익일 식사로는 9시에 나시고랭과 김치를 적정량,"['나시고랭', '김치']"
13022,오늘 식사는 8시에 총각 김치 된장찌개를 없음,"['총각 김치', '된장찌개']"
13023,금일 식사는 점심에 보쌈이랑 김치찜을 조금 먹었어,"['보쌈', '김치찜']"
13024,"익일 식사로는 4시에 알리오올리오 떡만두국, 오복쟁반하고 피자를 먹음","['알리오올리오', '떡만두국', '오복쟁반', '피자']"
13025,일일 점심으로 제육볶음하고 족발을 없음 먹었다,"['제육볶음', '족발']"
13026,금일 오후에 토마토와 소고기를 빨리 먹을것임,"['토마토', '소고기']"
13027,금일 오복쟁반 간짜장면을 급하게 먹었어,"['오복쟁반', '간짜장면']"
13028,익일 아침에 마라탕하고 스테이크를 적당히 먹었어,"['마라탕', '스테이크']"
13029,금일 식사로는 김치찜과 제육볶음을 조금만 먹었어,"['김치찜', '제육볶음']"
13030,금일 10시에 라면을 살짝 먹을것임,['라면']
13031,일일 4시에 갈비하고 밥을 먹을것임,"['갈비', '밥']"
13032,익일 오전에 떡만두국하고 배추를 없음 먹었어,"['떡만두국', '배추']"
13033,오늘 11시에 보쌈이랑 만두국을 급하게 먹었어,"['보쌈', '만두국']"
13034,익일 8시에 햄버거하고 김치찌개를 급하게 먹었다,"['햄버거', '김치찌개']"
13035,익일 12시에 알리오올리오랑 볶음밥을 쪼금 먹었네,"['알리오올리오', '볶음밥']"
13036,"익일 식사로는 10시에 스테이크, 김치찜을 살짝 먹음","['스테이크', '김치찜']"
13037,"어제 7시에 소고기, 한우를 조금 먹을것 같아","['소고기', '한우']"
13038,금일 식사는 10시에 김치하고 비빔밥을 없음 먹었네,"['김치', '비빔밥']"
13039,"익일 김밥, 떡만두국하고 떡, 된장 라면을 맛있게 먹었네","['김밥', '떡만두국', '떡', '된장 라면']"
13040,금일 식사로는 점심에 된장 라면하고 삼겹살을 쪼금 먹을꺼야,"['된장 라면', '삼겹살']"
13041,익일 식사로는 김치와 된장 라면을 먹음,"['김치', '된장 라면']"
13042,일일 5시에 김밥하고 나시고랭을 조금 먹을것 같아,"['김밥', '나시고랭']"
13043,내일 식사는 6시에 알리오올리오를 빨리 먹을게,['알리오올리오']
13044,3시에 피자 소고기 비빔밥을 빨리,"['피자', '소고기 비빔밥']"
13045,오늘 식사로는 12시에 배추와 짜장면을 적정량 먹을꺼야,"['배추', '짜장면']"
13046,내일 식사는 1시에 볶음밥이랑 햄버거를 급하게,"['볶음밥', '햄버거']"
13047,"어제 6시에 족발, 탕수육을 먹을꺼야","['족발', '탕수육']"
13048,익일 2시에 김치 볶음밥하고 된장찌개를 맛있게,"['김치 볶음밥', '된장찌개']"
13049,내일  9시에 짜장면과 토마토 파스타를 빨리 먹었어,"['짜장면', '토마토 파스타']"
13050,3시에 배추 된장국 배추 김치를 적정량 먹었네,"['배추 된장국', '배추 김치']"
13051,내일  오전에 피자랑 탕수육을 살짝 먹을것 같아,"['피자', '탕수육']"
13052,오늘 식사는 5시에 간짜장면과 김치를 조금,"['간짜장면', '김치']"
13053,오늘 식사로는 8시에 김치랑 탕수육을 조금만 먹었다,"['김치', '탕수육']"
13054,익일 식사는 저녁에 피자랑 볶음밥을,"['피자', '볶음밥']"
13055,"익일 식사로는 7시에 배추 김치, 한우를 먹었어","['배추 김치', '한우']"
13056,내일 모레 오전에 탕수육과 토마토 파스타를 없음 먹었다,"['탕수육', '토마토 파스타']"
13057,"익일 2시에 스테이크, 오복쟁반을 조금만 먹을것 같아","['스테이크', '오복쟁반']"
13058,내일 식사는 점심에 소고기 삼겹살을 많이 먹었어,"['소고기', '삼겹살']"
13059,점심에 토마토 수육을 조금 먹었네,"['토마토', '수육']"
13060,오늘 식사는 저녁으로 간짜장과 김치찌개를 먹었네,"['간짜장', '김치찌개']"
13061,어제 스테이크하고 순두부찌개를 많이 먹을꺼야,"['스테이크', '순두부찌개']"
13062,익일 식사는 저녁으로 김치와 나시고랭을 쪼금 먹을것 같아,"['김치', '나시고랭']"
13063,금일 아침에 쌀밥과 떡만두국을 많이 먹었다,"['쌀밥', '떡만두국']"
13064,내일 식사로는 간식으로 보쌈하고 로제 파스타와 김치찜을 많이 먹음,"['보쌈', '로제 파스타', '김치찜']"
13065,"내일 식사로는 9시에 콩밥, 쌀밥을 많이 먹을것 같아","['콩밥', '쌀밥']"
13066,내일 모레 점심에 라면과 평양 냉면을 조금 먹을것 같아,"['라면', '평양 냉면']"
13067,어제 10시에 소고기를 많이 먹을것임,['소고기']
13068,금일 식사는 볶음밥이랑 평양 냉면을 먹을게,"['볶음밥', '평양 냉면']"
13069,익일 식사로는 5시에 짜장면을 조금만,['짜장면']
13070,익일 점심에 만두국과 된장 라면과 만두국이랑 김치를 빨리 먹었다,"['만두국', '된장 라면', '만두국', '김치']"
13071,금일 식사로는 1시에 갈비와 평양 냉면을 쪼금 먹었다,"['갈비', '평양 냉면']"
13072,익일 식사는 12시에 토마토와 햄버거를 없음 먹을것임,"['토마토', '햄버거']"
13073,"오늘 10시에 김치찜, 간짜장을 살짝 먹음","['김치찜', '간짜장']"
13074,그저께 11시에 총각 김치 돈까스랑 배추 김치를 쪼금 먹을것임,"['총각 김치', '돈까스', '배추 김치']"
13075,"내일 모레 6시에 마라탕, 갈비탕을 없음 먹었어","['마라탕', '갈비탕']"
13076,익일 아침에 갈비랑 갈비를 빨리 먹을게,"['갈비', '갈비']"
13077,일일 간식으로 오복쟁반이랑 오복쟁반을 살짝 먹었어,"['오복쟁반', '오복쟁반']"
13078,"오늘 식사는 2시에 김밥이랑 김밥하고 족발, 보쌈 떡만두국을 조금만 먹었어","['김밥', '김밥', '족발', '보쌈', '떡만두국']"
13079,오늘 식사는 4시에 소고기 비빔밥 갈비를 적정량 먹었다,"['소고기 비빔밥', '갈비']"
13080,"내일  8시에 김치, 마라탕을 빨리 먹을게","['김치', '마라탕']"
13081,익일 식사는 저녁에 간짜장하고 떡을 적정량 먹음,"['간짜장', '떡']"
13082,"내일  점심에 배추 김치, 소고기 비빔밥을 쪼금 먹을꺼야","['배추 김치', '소고기 비빔밥']"
13083,오늘 식사는 쌀밥 볶음밥을 빨리 먹을게,"['쌀밥', '볶음밥']"
13084,그저께 저녁으로 햄버거와 평양 냉면을 많이 먹었네,"['햄버거', '평양 냉면']"
13085,금일 점심에 냉면이랑 김치찌개를 많이 먹음,"['냉면', '김치찌개']"
13086,익일 식사로는 라면이랑 간짜장을 급하게,"['라면', '간짜장']"
13087,그저께 저녁에 볶음밥과 순두부찌개를 조금 먹음,"['볶음밥', '순두부찌개']"
13088,내일 식사는 4시에 된장찌개랑 된장찌개를 살짝 먹음,"['된장찌개', '된장찌개']"
13089,익일 식사는 아침으로 마라탕 짜장면을 맛있게,"['마라탕', '짜장면']"
13090,금일 식사는 5시에 순두부찌개 소고기를 적당히 먹었어,"['순두부찌개', '소고기']"
13091,"금일 아침으로 비빔밥, 김치를 맛있게 먹었어","['비빔밥', '김치']"
13092,그저께 떡만두국하고 수육과 짜장면을 급하게 먹었네,"['떡만두국', '수육', '짜장면']"
13093,일일 저녁으로 간짜장면 탕수육을 살짝 먹었네,"['간짜장면', '탕수육']"
13094,오늘 식사로는 9시에 족발 보쌈하고 토마토 샐러드를 조금 먹을꺼야,"['족발 보쌈', '토마토 샐러드']"
13095,"어제 아침에 밥, 간짜장면을 맛있게 먹을것임","['밥', '간짜장면']"
13096,내일 식사는 점심으로 김치찜하고 보쌈을 급하게 먹었다,"['김치찜', '보쌈']"
13097,오늘 식사는 12시에 떡만두국과 볶음밥을 없음,"['떡만두국', '볶음밥']"
13098,내일  1시에 김치찜하고 토마토 파스타를 많이 먹을게,"['김치찜', '토마토 파스타']"
13099,금일 식사로는 5시에 팟타이 콩밥을 맛있게 먹었다,"['팟타이', '콩밥']"
13100,익일 4시에 볶음밥하고 토마토 파스타를 조금만 먹었네,"['볶음밥', '토마토 파스타']"
13101,익일 6시에 떡이랑 김치를 적정량 먹었다,"['떡', '김치']"
13102,익일 10시에 간짜장면과 배추 된장국을 살짝 먹을꺼야,"['간짜장면', '배추 된장국']"
13103,"일일 1시에 순두부찌개, 김치 볶음밥을 쪼금 먹을것 같아","['순두부찌개', '김치 볶음밥']"
13104,"어제 10시에 보쌈, 토마토 샐러드를 살짝 먹을게","['보쌈', '토마토 샐러드']"
13105,금일 식사로는 저녁으로 돈까스와 라면을 쪼금,"['돈까스', '라면']"
13106,내일 모레 10시에 된장 라면을 급하게,['된장 라면']
13107,"금일 식사는 10시에 돈까스와 피자, 총각 김치랑 배추 김치를 빨리 먹을게","['돈까스', '피자', '총각 김치', '배추 김치']"
13108,"일일 아침에 한우, 떡을 조금만 먹었다","['한우', '떡']"
13109,8시에 콩밥하고 간짜장을 적정량 먹었다,"['콩밥', '간짜장']"
13110,내일 모레 간식으로 토마토 샐러드랑 소고기를 쪼금 먹었다,"['토마토 샐러드', '소고기']"
13111,금일 점심으로 토마토 샐러드 갈비탕을 살짝 먹을게,"['토마토 샐러드', '갈비탕']"
13112,금일 식사는 11시에 나시고랭 김치를 빨리 먹을것 같아,"['나시고랭', '김치']"
13113,내일 모레 오후에 배추 된장국과 간짜장을 쪼금 먹을꺼야,"['배추 된장국', '간짜장']"
13114,금일 식사는 12시에 평양 냉면하고 오복쟁반을 빨리 먹을게,"['평양 냉면', '오복쟁반']"
13115,오늘 3시에 된장 라면하고 총각 김치를 쪼금 먹을것 같아,"['된장 라면', '총각 김치']"
13116,익일 식사는 12시에 간짜장하고 떡만두국을 많이 먹었어,"['간짜장', '떡만두국']"
13117,익일 식사는 점심으로 제육볶음과 햄버거를 조금 먹을것임,"['제육볶음', '햄버거']"
13118,오늘 식사는 8시에 알리오올리오를 맛있게 먹을게,['알리오올리오']
13119,"내일  아침에 족발, 돈까스를 조금 먹을꺼야","['족발', '돈까스']"
13120,그저께 점심으로 떡이랑 순두부찌개를 조금 먹음,"['떡', '순두부찌개']"
13121,어제 12시에 콩밥과 나시고랭을 쪼금 먹었다,"['콩밥', '나시고랭']"
13122,오늘 6시에 갈비탕하고 족발 보쌈을 조금 먹을게,"['갈비탕', '족발 보쌈']"
13123,"어제 저녁으로 소고기 비빔밥, 제육볶음을 적정량 먹을꺼야","['소고기 비빔밥', '제육볶음']"
13124,금일 4시에 수육과 피자를 없음 먹을게,"['수육', '피자']"
13125,"익일 식사는 9시에 콩밥, 피자를 급하게 먹을것 같아","['콩밥', '피자']"
13126,"익일 식사로는 오후에 갈비, 총각 김치를 쪼금 먹음","['갈비', '총각 김치']"
13127,2시에 돈까스랑 비빔밥 평양 냉면과 떡이랑 소고기 비빔밥을 먹을게,"['돈까스', '비빔밥', '평양 냉면', '떡', '소고기 비빔밥']"
13128,익일 5시에 총각 김치랑 한우를 적정량 먹었다,"['총각 김치', '한우']"
13129,그저께 아침에 김밥 김치를 적당히 먹을것임,"['김밥', '김치']"
13130,그저께 오전에 피자하고 김치찌개를 맛있게 먹었어,"['피자', '김치찌개']"
13131,오늘 식사는 점심으로 제육볶음이랑 토마토 파스타를 많이,"['제육볶음', '토마토 파스타']"
13132,"어제 11시에 만두국, 김밥을 많이 먹음","['만두국', '김밥']"
13133,"오늘 식사로는 11시에 제육볶음, 떡을 빨리 먹을게","['제육볶음', '떡']"
13134,오늘 식사로는 1시에 한우하고 로제 파스타하고 한우와 비빔밥 배추를 조금,"['한우', '로제 파스타', '한우', '비빔밥', '배추']"
13135,"오늘 식사는 보쌈, 배추를 급하게 먹었네","['보쌈', '배추']"
13136,그저께 4시에 오복쟁반과 피자를 빨리 먹을게,"['오복쟁반', '피자']"
13137,익일 아침에 제육볶음 짜장면을 쪼금 먹을것 같아,"['제육볶음', '짜장면']"
13138,금일 점심에 된장 라면이랑 알리오올리오를 적정량 먹을게,"['된장 라면', '알리오올리오']"
13139,그저께 족발이랑 간짜장면을 급하게 먹었다,"['족발', '간짜장면']"
13140,어제 7시에 김치찌개 피자를 조금 먹을꺼야,"['김치찌개', '피자']"
13141,"오늘 식사로는 8시에 돈까스와 만두국, 배추를 맛있게 먹음","['돈까스', '만두국', '배추']"
13142,내일 모레 오후에 짜장면이랑 보쌈을 맛있게 먹을게,"['짜장면', '보쌈']"
13143,오늘 식사는 저녁에 평양 냉면을 적정량,['평양 냉면']
13144,익일 식사는 10시에 떡만두국이랑 냉면을 급하게 먹음,"['떡만두국', '냉면']"
13145,"익일 식사로는 5시에 김치 볶음밥, 갈비탕을 맛있게 먹었네","['김치 볶음밥', '갈비탕']"
13146,금일 식사는 간식으로 순두부찌개와 배추 된장국을 적당히 먹을것임,"['순두부찌개', '배추 된장국']"
13147,내일  저녁에 된장찌개 배추 김치를 급하게 먹을꺼야,"['된장찌개', '배추 김치']"
13148,내일 식사로는 12시에 피자와 토마토 파스타를 빨리 먹을꺼야,"['피자', '토마토 파스타']"
13149,금일 저녁에 쌀밥하고 갈비를 빨리 먹을꺼야,"['쌀밥', '갈비']"
13150,"내일 모레 9시에 김치, 비빔밥을 없음 먹을꺼야","['김치', '비빔밥']"
13151,익일 식사는 점심으로 나시고랭과 냉면을 조금 먹었어,"['나시고랭', '냉면']"
13152,내일  오전에 김밥과 한우를 살짝 먹을것 같아,"['김밥', '한우']"
13153,익일 식사는 아침에 만두국과 배추 김치를 적정량 먹었어,"['만두국', '배추 김치']"
13154,내일  3시에 평양 냉면하고 배추 김치를 조금만,"['평양 냉면', '배추 김치']"
13155,내일 모레 3시에 보쌈과 짜장면을 많이 먹을꺼야,"['보쌈', '짜장면']"
13156,금일 5시에 보쌈 토마토를 쪼금 먹었다,"['보쌈', '토마토']"
13157,익일 식사는 7시에 한우와 마라탕을 조금만 먹었네,"['한우', '마라탕']"
13158,어제 9시에 라면하고 간짜장면을 조금 먹을것 같아,"['라면', '간짜장면']"
13159,"익일 5시에 보쌈, 간짜장면이랑 김치 볶음밥을 급하게 먹을게","['보쌈', '간짜장면', '김치 볶음밥']"
13160,익일 점심으로 볶음밥 오복쟁반을 조금만 먹을것임,"['볶음밥', '오복쟁반']"
13161,금일 식사로는 점심으로 간짜장면하고 오복쟁반을 살짝 먹음,"['간짜장면', '오복쟁반']"
13162,오늘 식사로는 점심에 배추하고 알리오올리오를 조금만 먹었어,"['배추', '알리오올리오']"
13163,익일 식사는 저녁으로 쌀밥이랑 만두국을 많이 먹었네,"['쌀밥', '만두국']"
13164,익일 식사로는 4시에 보쌈하고 마라탕을,"['보쌈', '마라탕']"
13165,내일 식사로는 10시에 족발하고 짜장면을 적정량 먹을것 같아,"['족발', '짜장면']"
13166,금일 아침에 김치찌개랑 김치찜을 살짝 먹음,"['김치찌개', '김치찜']"
13167,내일 식사로는 오전에 라면을 조금만 먹었다,['라면']
13168,그저께 저녁으로 갈비탕하고 김치를 적정량 먹었네,"['갈비탕', '김치']"
13169,그저께 10시에 소고기 비빔밥하고 떡만두국을 적정량 먹을것 같아,"['소고기 비빔밥', '떡만두국']"
13170,익일 10시에 팟타이랑 마라탕을 없음 먹었어,"['팟타이', '마라탕']"
13171,"오늘 식사는 9시에 배추 된장국, 마라탕을 조금만","['배추 된장국', '마라탕']"
13172,익일 식사는 5시에 김치찜 오복쟁반을 빨리 먹을게,"['김치찜', '오복쟁반']"
13173,익일 식사는 6시에 김밥 한우를 적정량 먹을것 같아,"['김밥', '한우']"
13174,"어제 7시에 팟타이, 로제 파스타, 소고기, 비빔밥을 적정량 먹을꺼야","['팟타이', '로제 파스타', '소고기', '비빔밥']"
13175,금일 식사는 점심으로 간짜장면하고 족발 보쌈을 빨리 먹었어,"['간짜장면', '족발 보쌈']"
13176,내일 식사는 3시에 김밥하고 갈비탕을 빨리 먹었다,"['김밥', '갈비탕']"
13177,"어제 7시에 김치찜, 김밥을 없음 먹을것임","['김치찜', '김밥']"
13178,"금일 식사는 저녁으로 쌀밥, 족발을 많이","['쌀밥', '족발']"
13179,내일  2시에 총각 김치 갈비탕을 먹었네,"['총각 김치', '갈비탕']"
13180,익일 식사로는 점심에 떡만두국과 수육을 적정량 먹음,"['떡만두국', '수육']"
13181,익일 식사로는 11시에 갈비탕이랑 된장 라면을 급하게 먹었어,"['갈비탕', '된장 라면']"
13182,금일 식사로는 오후에 스테이크하고 된장 라면을 적당히 먹었다,"['스테이크', '된장 라면']"
13183,내일 식사는 점심으로 토마토 샐러드와 쌀밥을 없음 먹을것임,"['토마토 샐러드', '쌀밥']"
13184,"익일 점심으로 수육, 피자를 급하게 먹을꺼야","['수육', '피자']"
13185,익일 식사로는 9시에 갈비탕하고 돈까스를 살짝 먹을게,"['갈비탕', '돈까스']"
13186,익일 아침으로 돈까스와 김치 볶음밥을 급하게 먹을것 같아,"['돈까스', '김치 볶음밥']"
13187,익일 식사는 저녁에 피자와 족발 보쌈을 없음 먹었다,"['피자', '족발 보쌈']"
13188,내일 모레 토마토 파스타하고 비빔밥을 빨리 먹을것 같아,"['토마토 파스타', '비빔밥']"
13189,"오늘 점심으로 갈비탕, 나시고랭하고 한우랑 배추랑 보쌈을 적정량 먹을꺼야","['갈비탕', '나시고랭', '한우', '배추', '보쌈']"
13190,익일 오후에 간짜장이랑 볶음밥을 맛있게 먹을꺼야,"['간짜장', '볶음밥']"
13191,"9시에 한우, 팟타이를 살짝 먹을게","['한우', '팟타이']"
13192,오늘 9시에 마라탕과 김밥을 없음 먹었다,"['마라탕', '김밥']"
13193,오늘 식사는 10시에 냉면 마라탕을 맛있게 먹음,"['냉면', '마라탕']"
13194,그저께 9시에 수육과 콩밥을 급하게,"['수육', '콩밥']"
13195,5시에 김치 볶음밥이랑 팟타이를 없음 먹었다,"['김치 볶음밥', '팟타이']"
13196,그저께 11시에 평양 냉면이랑 족발 보쌈을 적정량 먹을것임,"['평양 냉면', '족발 보쌈']"
13197,어제 오전에 평양 냉면과 족발 보쌈을 없음 먹을꺼야,"['평양 냉면', '족발 보쌈']"
13198,금일 간짜장면하고 팟타이를 적당히,"['간짜장면', '팟타이']"
13199,어제 오후에 로제 파스타 라면을 먹었어,"['로제 파스타', '라면']"
13200,일일 8시에 간짜장면 돈까스를 적당히,"['간짜장면', '돈까스']"
13201,금일 식사는 5시에 배추하고 족발 보쌈을 조금 먹었네,"['배추', '족발 보쌈']"
13202,내일 식사는 10시에 제육볶음 피자하고 토마토 파스타와 나시고랭을 먹음,"['제육볶음', '피자', '토마토 파스타', '나시고랭']"
13203,어제 8시에 배추 된장국 제육볶음을 많이 먹을꺼야,"['배추 된장국', '제육볶음']"
13204,"익일 5시에 간짜장, 볶음밥을 적정량 먹을것 같아","['간짜장', '볶음밥']"
13205,어제 5시에 총각 김치 피자를 조금만 먹을것 같아,"['총각 김치', '피자']"
13206,2시에 콩밥이랑 떡을 조금 먹을게,"['콩밥', '떡']"
13207,익일 10시에 쌀밥하고 갈비탕을 없음 먹을게,"['쌀밥', '갈비탕']"
13208,오늘 식사는 순두부찌개하고 제육볶음을 적정량,"['순두부찌개', '제육볶음']"
13209,내일 식사로는 저녁에 나시고랭하고 간짜장을 살짝 먹었다,"['나시고랭', '간짜장']"
13210,"일일 10시에 김밥, 토마토하고 간짜장하고 된장 라면을 많이 먹을것 같아","['김밥', '토마토', '간짜장', '된장 라면']"
13211,"오늘 2시에 떡만두국, 배추를 먹을게","['떡만두국', '배추']"
13212,오늘 3시에 수육이랑 알리오올리오를 쪼금 먹을게,"['수육', '알리오올리오']"
13213,내일  간식으로 짜장면이랑 평양 냉면을 살짝 먹을꺼야,"['짜장면', '평양 냉면']"
13214,일일 11시에 소고기 비빔밥과 배추 된장국을 쪼금 먹음,"['소고기 비빔밥', '배추 된장국']"
13215,익일 식사는 1시에 간짜장면 비빔밥을 적정량 먹을게,"['간짜장면', '비빔밥']"
13216,"익일 식사는 5시에 햄버거, 쌀밥을 적정량 먹을것임","['햄버거', '쌀밥']"
13217,내일 식사는 아침으로 냉면이랑 배추 된장국을 조금 먹을것 같아,"['냉면', '배추 된장국']"
13218,금일 식사는 팟타이 된장찌개를 먹었다,"['팟타이', '된장찌개']"
13219,"내일 식사로는 9시에 간짜장면, 밥을 맛있게 먹을게","['간짜장면', '밥']"
13220,3시에 탕수육이랑 김치찜을 많이 먹음,"['탕수육', '김치찜']"
13221,간식으로 소고기와 김치 볶음밥을 조금만 먹을것 같아,"['소고기', '김치 볶음밥']"
13222,오늘 4시에 나시고랭 피자를 맛있게 먹을게,"['나시고랭', '피자']"
13223,"내일 식사로는 점심으로 족발 보쌈, 알리오올리오와 햄버거, 짜장면, 마라탕을 조금만 먹을게","['족발 보쌈', '알리오올리오', '햄버거', '짜장면', '마라탕']"
13224,내일 식사는 6시에 나시고랭 김치와 짜장면이랑 삼겹살을 적당히 먹을것임,"['나시고랭', '김치', '짜장면', '삼겹살']"
13225,"오늘 식사로는 아침에 토마토 파스타, 배추를 조금 먹을것 같아","['토마토 파스타', '배추']"
13226,11시에 배추 된장국이랑 삼겹살을 살짝 먹음,"['배추 된장국', '삼겹살']"
13227,오늘 식사로는 8시에 된장찌개하고 스테이크를 살짝 먹을게,"['된장찌개', '스테이크']"
13228,익일 저녁에 소고기 짜장면을 먹음,"['소고기', '짜장면']"
13229,"금일 10시에 배추 된장국, 족발 보쌈을 먹을것임","['배추 된장국', '족발 보쌈']"
13230,금일 식사는 10시에 제육볶음이랑 족발 보쌈을 많이 먹을것임,"['제육볶음', '족발 보쌈']"
13231,내일 식사로는 아침에 갈비탕이랑 된장찌개를 조금 먹을꺼야,"['갈비탕', '된장찌개']"
13232,"오늘 식사로는 저녁으로 평양 냉면, 총각 김치를 먹었다","['평양 냉면', '총각 김치']"
13233,오늘 식사로는 1시에 비빔밥 삼겹살을 조금 먹을꺼야,"['비빔밥', '삼겹살']"
13234,내일 식사로는 아침으로 된장 라면 배추 김치를 많이 먹을것임,"['된장 라면', '배추 김치']"
13235,익일 식사로는 간식으로 스테이크하고 갈비탕을 빨리 먹을것 같아,"['스테이크', '갈비탕']"
13236,"익일 식사는 점심으로 족발 김치찜, 김치찌개랑 팟타이를 살짝 먹었어","['족발', '김치찜', '김치찌개', '팟타이']"
13237,"그저께 7시에 탕수육, 떡만두국을 적정량 먹었어","['탕수육', '떡만두국']"
13238,내일 모레 오후에 알리오올리오 오복쟁반을 조금 먹을것 같아,"['알리오올리오', '오복쟁반']"
13239,그저께 4시에 간짜장 떡을 적당히 먹음,"['간짜장', '떡']"
13240,금일 식사로는 배추 된장국 된장찌개를 빨리,"['배추 된장국', '된장찌개']"
13241,오늘 라면하고 갈비를 적정량 먹을것 같아,"['라면', '갈비']"
13242,금일 간식으로 간짜장면하고 팟타이를 빨리 먹었네,"['간짜장면', '팟타이']"
13243,내일  2시에 토마토 파스타랑 제육볶음을 많이 먹었다,"['토마토 파스타', '제육볶음']"
13244,"내일 모레 8시에 토마토 샐러드, 마라탕을 먹을꺼야","['토마토 샐러드', '마라탕']"
13245,일일 저녁으로 배추 된장국 평양 냉면을 적정량 먹을것임,"['배추 된장국', '평양 냉면']"
13246,금일 식사는 5시에 볶음밥이랑 순두부찌개하고 마라탕을 많이,"['볶음밥', '순두부찌개', '마라탕']"
13247,내일  점심에 알리오올리오 만두국을 없음 먹음,"['알리오올리오', '만두국']"
13248,오늘 점심으로 스테이크하고 냉면을 살짝 먹을게,"['스테이크', '냉면']"
13249,익일 점심으로 갈비 수육을 조금만 먹음,"['갈비', '수육']"
13250,오늘 점심으로 쌀밥이랑 떡만두국을 살짝 먹을게,"['쌀밥', '떡만두국']"
13251,3시에 보쌈과 오복쟁반을 살짝 먹었어,"['보쌈', '오복쟁반']"
13252,일일 4시에 피자하고 간짜장을 먹음,"['피자', '간짜장']"
13253,"익일 식사는 저녁으로 족발 보쌈, 배추를 조금만","['족발 보쌈', '배추']"
13254,오늘 식사로는 아침으로 알리오올리오랑 비빔밥을 먹을꺼야,"['알리오올리오', '비빔밥']"
13255,금일 오후에 된장 라면하고 밥을 조금만 먹었다,"['된장 라면', '밥']"
13256,오늘 4시에 스테이크하고 족발 보쌈을 살짝 먹음,"['스테이크', '족발 보쌈']"
13257,금일 식사는 7시에 갈비탕 로제 파스타를 적당히,"['갈비탕', '로제 파스타']"
13258,익일 식사는 8시에 냉면이랑 된장찌개를 조금만 먹을게,"['냉면', '된장찌개']"
13259,내일  9시에 갈비탕 한우를 적정량 먹었어,"['갈비탕', '한우']"
13260,내일 모레 점심으로 김밥과 냉면을 쪼금 먹었어,"['김밥', '냉면']"
13261,내일  8시에 떡과 토마토를 쪼금,"['떡', '토마토']"
13262,일일 11시에 햄버거와 배추 된장국을 살짝 먹었다,"['햄버거', '배추 된장국']"
13263,내일  아침으로 토마토와 제육볶음을 적정량 먹었네,"['토마토', '제육볶음']"
13264,금일 6시에 라면 배추 떡만두국을 빨리 먹었어,"['라면', '배추', '떡만두국']"
13265,금일 점심에 오복쟁반이랑 배추 된장국을 적당히 먹었어,"['오복쟁반', '배추 된장국']"
13266,오늘 식사는 7시에 토마토 삼겹살을 적정량 먹을것임,"['토마토', '삼겹살']"
13267,익일 식사는 12시에 나시고랭 갈비탕을 적정량 먹을것임,"['나시고랭', '갈비탕']"
13268,익일 식사로는 2시에 김치 볶음밥과 수육을 조금 먹었어,"['김치 볶음밥', '수육']"
13269,"오늘 5시에 토마토 샐러드, 총각 김치를 적당히 먹었어","['토마토 샐러드', '총각 김치']"
13270,금일 5시에 김치랑 로제 파스타를 쪼금 먹을게,"['김치', '로제 파스타']"
13271,어제 9시에 알리오올리오하고 배추를 먹을꺼야,"['알리오올리오', '배추']"
13272,어제 6시에 김밥 떡을 쪼금 먹었어,"['김밥', '떡']"
13273,일일 오후에 총각 김치 한우를 맛있게 먹을꺼야,"['총각 김치', '한우']"
13274,내일 모레 9시에 김치찜하고 간짜장면을 급하게 먹을것임,"['김치찜', '간짜장면']"
