,sentence,foodlist
4729,오늘 식사로는 간식으로 짜장면이랑 제육볶음을 조금 먹을꺼야,"['짜장면', '제육볶음']"
4730,내일 모레 간식으로 배추와 로제 파스타를 조금,"['배추', '로제 파스타']"
4731,금일 3시에 짜장면 김치 볶음밥이랑 밥을 맛있게 먹을것임,"['짜장면', '김치 볶음밥', '밥']"
4732,"일일 1시에 간짜장면, 오복쟁반을 많이 먹었다","['간짜장면', '오복쟁반']"
4733,내일 식사는 9시에 콩밥과 햄버거를 많이 먹을게,"['콩밥', '햄버거']"
4734,익일 식사로는 2시에 총각 김치 배추 김치를 맛있게 먹었어,"['총각 김치', '배추 김치']"
4735,"오늘 식사는 김치찌개, 떡을 빨리 먹을것 같아","['김치찌개', '떡']"
4736,오늘 저녁으로 나시고랭과 만두국을 적당히,"['나시고랭', '만두국']"
4737,금일 식사로는 오후에 밥과 간짜장을 조금 먹었네,"['밥', '간짜장']"
4738,일일 2시에 삼겹살하고 순두부찌개를 적정량 먹었다,"['삼겹살', '순두부찌개']"
4739,금일 식사로는 10시에 냉면이랑 로제 파스타를 빨리 먹었네,"['냉면', '로제 파스타']"
4740,익일 식사는 8시에 김치 볶음밥과 수육을 살짝,"['김치 볶음밥', '수육']"
4741,오늘 아침으로 오복쟁반하고 배추 된장국하고 수육을 빨리 먹었네,"['오복쟁반', '배추 된장국', '수육']"
4742,어제 저녁에 만두국과 마라탕을 맛있게 먹었어,"['만두국', '마라탕']"
4743,내일 모레 8시에 순두부찌개 김치 볶음밥을 쪼금 먹을게,"['순두부찌개', '김치 볶음밥']"
4744,익일 식사로는 오후에 평양 냉면을 조금만 먹을꺼야,['평양 냉면']
4745,일일 8시에 갈비탕과 밥을 먹을게,"['갈비탕', '밥']"
4746,어제 1시에 소고기 토마토를 급하게,"['소고기', '토마토']"
4747,"오늘 식사는 오전에 밥, 총각 김치를 없음 먹을것임","['밥', '총각 김치']"
4748,오늘 오전에 피자하고 만두국을 맛있게 먹음,"['피자', '만두국']"
4749,내일 식사는 점심으로 오복쟁반 토마토 샐러드를 없음 먹을것 같아,"['오복쟁반', '토마토 샐러드']"
4750,금일 식사는 김치찜 콩밥을 많이 먹을것 같아,"['김치찜', '콩밥']"
4751,일일 점심에 갈비탕 총각 김치를 적정량,"['갈비탕', '총각 김치']"
4752,오늘 간식으로 오복쟁반 스테이크를 맛있게,"['오복쟁반', '스테이크']"
4753,"간식으로 간짜장, 삼겹살을 조금 먹을것 같아","['간짜장', '삼겹살']"
4754,오늘 식사로는 오후에 김치찜하고 라면을 급하게 먹었네,"['김치찜', '라면']"
4755,익일 식사로는 4시에 토마토 샐러드랑 토마토 샐러드를 맛있게 먹었네,"['토마토 샐러드', '토마토 샐러드']"
4756,오늘 아침에 비빔밥과 삼겹살을 쪼금 먹었어,"['비빔밥', '삼겹살']"
4757,내일 식사는 간식으로 피자 볶음밥을 조금만 먹음,"['피자', '볶음밥']"
4758,그저께 7시에 소고기 비빔밥하고 떡만두국을 많이,"['소고기 비빔밥', '떡만두국']"
4759,오늘 식사로는 10시에 토마토 파스타 떡을 맛있게 먹을게,"['토마토 파스타', '떡']"
4760,금일 12시에 배추 된장국과 족발을 조금 먹을게,"['배추 된장국', '족발']"
4761,내일  9시에 배추 된장국하고 갈비탕을 쪼금 먹을것임,"['배추 된장국', '갈비탕']"
4762,익일 식사는 1시에 밥과 팟타이를 빨리 먹을것임,"['밥', '팟타이']"
4763,내일 식사는 간식으로 간짜장하고 나시고랭을 살짝 먹을것임,"['간짜장', '나시고랭']"
4764,내일 식사로는 5시에 피자를 적당히 먹을것 같아,['피자']
4765,금일 식사로는 6시에 떡만두국하고 나시고랭이랑 로제 파스타를 적당히,"['떡만두국', '나시고랭', '로제 파스타']"
4766,내일  8시에 토마토 샐러드를 없음 먹었네,['토마토 샐러드']
4767,오늘 아침으로 총각 김치와 족발 보쌈을 적당히 먹음,"['총각 김치', '족발 보쌈']"
4768,오후에 토마토 배추를 없음 먹을것 같아,"['토마토', '배추']"
4769,"오늘 식사로는 8시에 수육 나시고랭이랑 햄버거하고 볶음밥, 김치찌개를 쪼금 먹었다","['수육', '나시고랭', '햄버거', '볶음밥', '김치찌개']"
4770,오늘 아침에 김밥이랑 평양 냉면을 적정량,"['김밥', '평양 냉면']"
4771,금일 식사로는 점심으로 토마토 샐러드 배추 된장국을 많이 먹을꺼야,"['토마토 샐러드', '배추 된장국']"
4772,익일 식사는 7시에 마라탕 토마토 샐러드를 조금 먹었어,"['마라탕', '토마토 샐러드']"
4773,익일 식사는 아침에 떡과 갈비를 쪼금 먹을게,"['떡', '갈비']"
4774,익일 비빔밥과 만두국을 많이 먹음,"['비빔밥', '만두국']"
4775,금일 아침에 총각 김치 떡만두국을 급하게 먹을것 같아,"['총각 김치', '떡만두국']"
4776,저녁에 된장찌개랑 된장 라면을 맛있게 먹을게,"['된장찌개', '된장 라면']"
4777,익일 식사로는 아침에 김치와 족발을 조금 먹을것 같아,"['김치', '족발']"
4778,익일 식사는 11시에 볶음밥 콩밥을,"['볶음밥', '콩밥']"
4779,금일 점심에 배추 된장국이랑 제육볶음을 조금 먹었어,"['배추 된장국', '제육볶음']"
4780,"금일 11시에 순두부찌개, 떡과 족발을 조금 먹음","['순두부찌개', '떡', '족발']"
4781,그저께 8시에 햄버거와 볶음밥을 쪼금 먹을것 같아,"['햄버거', '볶음밥']"
4782,8시에 스테이크 된장 라면을 맛있게 먹었네,"['스테이크', '된장 라면']"
4783,익일 식사로는 오전에 토마토 파스타 수육을 빨리 먹었다,"['토마토 파스타', '수육']"
4784,오늘 6시에 돈까스 팟타이를 적당히 먹을것 같아,"['돈까스', '팟타이']"
4785,내일 식사로는 8시에 밥과 족발 보쌈을 먹었네,"['밥', '족발 보쌈']"
4786,익일 9시에 토마토 파스타하고 팟타이를 적당히 먹을꺼야,"['토마토 파스타', '팟타이']"
4787,오늘 식사는 3시에 간짜장면하고 스테이크를 먹을게,"['간짜장면', '스테이크']"
4788,"내일 모레 점심으로 배추 김치, 보쌈을 없음 먹을꺼야","['배추 김치', '보쌈']"
4789,어제 오전에 족발하고 로제 파스타를 적정량,"['족발', '로제 파스타']"
4790,그저께 8시에 순두부찌개하고 스테이크를 조금만 먹었네,"['순두부찌개', '스테이크']"
4791,오늘 식사는 7시에 배추 김치와 짜장면을 쪼금 먹음,"['배추 김치', '짜장면']"
4792,익일 식사로는 8시에 마라탕이랑 만두국을 적당히,"['마라탕', '만두국']"
4793,오늘 식사로는 8시에 피자와 제육볶음을 쪼금 먹을것 같아,"['피자', '제육볶음']"
4794,금일 식사로는 아침으로 갈비랑 된장찌개를 쪼금 먹을꺼야,"['갈비', '된장찌개']"
4795,"금일 식사는 11시에 콩밥, 오복쟁반을 빨리 먹었어","['콩밥', '오복쟁반']"
4796,"8시에 마라탕, 햄버거를 급하게 먹을것임","['마라탕', '햄버거']"
4797,내일  6시에 배추 된장국하고 배추를 많이 먹었네,"['배추 된장국', '배추']"
4798,익일 식사로는 점심으로 로제 파스타 피자를 쪼금 먹을꺼야,"['로제 파스타', '피자']"
4799,오늘 식사로는 8시에 갈비와 평양 냉면을 쪼금 먹을꺼야,"['갈비', '평양 냉면']"
4800,그저께 간식으로 로제 파스타와 떡을 적정량,"['로제 파스타', '떡']"
4801,"오늘 식사는 8시에 배추 김치, 탕수육을 급하게 먹었다","['배추 김치', '탕수육']"
4802,금일 점심으로 알리오올리오와 돈까스를 적당히 먹을것임,"['알리오올리오', '돈까스']"
4803,"내일 식사는 9시에 된장찌개, 배추 된장국을 먹을게","['된장찌개', '배추 된장국']"
4804,내일  간식으로 족발 보쌈 떡만두국을 조금 먹을게,"['족발 보쌈', '떡만두국']"
4805,내일 식사는 점심에 로제 파스타 소고기 비빔밥을 조금만 먹을꺼야,"['로제 파스타', '소고기 비빔밥']"
4806,내일 식사는 아침으로 족발하고 보쌈을 빨리 먹었네,"['족발', '보쌈']"
4807,내일 모레 7시에 로제 파스타와 팟타이를 맛있게 먹을것임,"['로제 파스타', '팟타이']"
4808,오늘 식사로는 8시에 밥하고 배추 된장국을 없음 먹을것임,"['밥', '배추 된장국']"
4809,오늘 7시에 된장찌개랑 한우하고 마라탕을 쪼금 먹었네,"['된장찌개', '한우', '마라탕']"
4810,"내일 식사는 아침에 나시고랭, 떡을 맛있게 먹을것임","['나시고랭', '떡']"
4811,아침에 갈비탕하고 한우를 조금만 먹었다,"['갈비탕', '한우']"
4812,어제 6시에 소고기 비빔밥을 많이,['소고기 비빔밥']
4813,"어제 6시에 간짜장면, 스테이크를 조금 먹음","['간짜장면', '스테이크']"
4814,내일 식사로는 8시에 족발 보쌈하고 쌀밥을 빨리 먹었어,"['족발 보쌈', '쌀밥']"
4815,익일 식사는 점심에 삼겹살 갈비탕을 맛있게 먹었다,"['삼겹살', '갈비탕']"
4816,내일  11시에 팟타이하고 된장찌개를 없음 먹었어,"['팟타이', '된장찌개']"
4817,익일 식사로는 12시에 보쌈하고 김밥을 맛있게 먹었다,"['보쌈', '김밥']"
4818,익일 아침으로 탕수육이랑 보쌈을 빨리 먹었어,"['탕수육', '보쌈']"
4819,금일 식사는 저녁에 배추 된장국을 빨리 먹을것임,['배추 된장국']
4820,금일 4시에 김치와 갈비를 적당히 먹을꺼야,"['김치', '갈비']"
4821,금일 10시에 떡만두국 비빔밥을 빨리 먹을꺼야,"['떡만두국', '비빔밥']"
4822,일일 5시에 콩밥이랑 제육볶음을 적정량 먹을게,"['콩밥', '제육볶음']"
4823,"익일 아침에 냉면 간짜장면, 알리오올리오하고 평양 냉면하고 평양 냉면을 살짝 먹었어","['냉면', '간짜장면', '알리오올리오', '평양 냉면', '평양 냉면']"
4824,"익일 1시에 수육, 보쌈을 조금 먹을것 같아","['수육', '보쌈']"
4825,내일  7시에 배추 김치를 살짝 먹을꺼야,['배추 김치']
4826,어제 5시에 콩밥 볶음밥을 맛있게 먹었다,"['콩밥', '볶음밥']"
4827,내일 식사로는 4시에 김치찌개와 만두국을 쪼금 먹을꺼야,"['김치찌개', '만두국']"
4828,금일 식사로는 아침으로 배추를 조금 먹었다,['배추']
4829,익일 3시에 삼겹살이랑 밥을 맛있게 먹었다,"['삼겹살', '밥']"
4830,"내일 모레 간식으로 햄버거, 간짜장면을 맛있게","['햄버거', '간짜장면']"
4831,어제 토마토랑 토마토를 빨리 먹을꺼야,"['토마토', '토마토']"
4832,내일 식사는 아침에 만두국과 마라탕을 쪼금 먹었어,"['만두국', '마라탕']"
4833,어제 8시에 보쌈이랑 소고기 비빔밥을 조금 먹을게,"['보쌈', '소고기 비빔밥']"
4834,내일  간식으로 김치찌개하고 돈까스를 적당히 먹을것 같아,"['김치찌개', '돈까스']"
4835,"익일 식사는 간식으로 토마토, 김치 볶음밥이랑 된장 라면을 많이 먹을게","['토마토', '김치 볶음밥', '된장 라면']"
4836,"그저께 아침에 총각 김치, 탕수육을 급하게 먹을게","['총각 김치', '탕수육']"
4837,"오늘 4시에 비빔밥, 토마토를 살짝 먹을게","['비빔밥', '토마토']"
4838,금일 식사는 3시에 오복쟁반 돈까스를 쪼금 먹었네,"['오복쟁반', '돈까스']"
4839,내일 모레 저녁으로 돈까스와 김치찌개를 조금 먹음,"['돈까스', '김치찌개']"
4840,내일 모레 6시에 냉면 삼겹살을 없음 먹을게,"['냉면', '삼겹살']"
4841,오늘 식사로는 7시에 팟타이와 족발을 먹었다,"['팟타이', '족발']"
4842,금일 식사는 아침에 수육하고 족발을 쪼금 먹음,"['수육', '족발']"
4843,내일 식사는 11시에 볶음밥과 된장 라면을 적당히 먹을게,"['볶음밥', '된장 라면']"
4844,금일 식사는 간식으로 토마토랑 마라탕을 쪼금 먹었어,"['토마토', '마라탕']"
4845,내일 모레 저녁에 된장 라면 스테이크를 적정량 먹음,"['된장 라면', '스테이크']"
4846,"내일 식사로는 오후에 로제 파스타, 토마토 샐러드를 많이 먹음","['로제 파스타', '토마토 샐러드']"
4847,일일 점심으로 평양 냉면과 오복쟁반을,"['평양 냉면', '오복쟁반']"
4848,내일 식사는 점심으로 마라탕 라면이랑 콩밥하고 족발 보쌈하고 갈비를 빨리 먹을게,"['마라탕', '라면', '콩밥', '족발 보쌈', '갈비']"
4849,금일 식사는 11시에 배추하고 알리오올리오를 조금 먹음,"['배추', '알리오올리오']"
4850,"어제 오후에 탕수육, 수육을 빨리 먹음","['탕수육', '수육']"
4851,일일 아침에 간짜장면과 떡만두국을 많이 먹을꺼야,"['간짜장면', '떡만두국']"
4852,내일 식사는 수육과 배추를 빨리 먹을게,"['수육', '배추']"
4853,오늘 12시에 볶음밥이랑 김치 볶음밥을 쪼금 먹음,"['볶음밥', '김치 볶음밥']"
4854,오늘 오전에 간짜장면이랑 소고기를 없음 먹었다,"['간짜장면', '소고기']"
4855,금일 식사는 10시에 김치찜 김치하고 콩밥을 조금 먹었어,"['김치찜', '김치', '콩밥']"
4856,일일 12시에 밥 평양 냉면을 살짝 먹을꺼야,"['밥', '평양 냉면']"
4857,금일 식사는 1시에 갈비하고 햄버거를 조금 먹었어,"['갈비', '햄버거']"
4858,내일 식사로는 10시에 총각 김치하고 배추 된장국을 쪼금 먹을게,"['총각 김치', '배추 된장국']"
4859,그저께 8시에 보쌈이랑 한우를 조금만 먹을꺼야,"['보쌈', '한우']"
4860,금일 5시에 김치 볶음밥하고 냉면을 많이 먹음,"['김치 볶음밥', '냉면']"
4861,금일 식사로는 10시에 알리오올리오 볶음밥을 빨리 먹을것임,"['알리오올리오', '볶음밥']"
4862,"일일 3시에 토마토 샐러드, 된장찌개를 적정량 먹을꺼야","['토마토 샐러드', '된장찌개']"
4863,그저께 12시에 밥이랑 냉면을 조금 먹었다,"['밥', '냉면']"
4864,"5시에 간짜장면, 냉면을 맛있게 먹음","['간짜장면', '냉면']"
4865,금일 식사로는 10시에 떡만두국이랑 마라탕을 조금만 먹음,"['떡만두국', '마라탕']"
4866,금일 식사로는 8시에 김치찜하고 된장 라면과 한우를 적정량 먹을것임,"['김치찜', '된장 라면', '한우']"
4867,내일 모레 7시에 스테이크하고 배추를 살짝 먹을것임,"['스테이크', '배추']"
4868,내일 모레 삼겹살 김밥을 살짝 먹을게,"['삼겹살', '김밥']"
4869,익일 식사로는 간식으로 비빔밥이랑 만두국을 빨리 먹었어,"['비빔밥', '만두국']"
4870,금일 식사는 저녁에 팟타이하고 햄버거를 살짝 먹었다,"['팟타이', '햄버거']"
4871,내일 식사는 7시에 떡만두국하고 떡을 빨리 먹을것임,"['떡만두국', '떡']"
4872,그저께 1시에 된장 라면과 볶음밥을 쪼금 먹음,"['된장 라면', '볶음밥']"
4873,"금일 식사는 아침에 족발, 짜장면을 급하게 먹을게","['족발', '짜장면']"
4874,익일 아침으로 된장찌개하고 비빔밥을 쪼금 먹을꺼야,"['된장찌개', '비빔밥']"
4875,익일 아침으로 총각 김치 제육볶음을 적정량 먹음,"['총각 김치', '제육볶음']"
4876,익일 8시에 배추 김치를 빨리 먹음,['배추 김치']
4877,금일 식사로는 저녁으로 짜장면하고 갈비를 많이 먹을꺼야,"['짜장면', '갈비']"
4878,내일 모레 오전에 족발 팟타이를 먹을게,"['족발', '팟타이']"
4879,금일 1시에 갈비탕이랑 로제 파스타를 살짝 먹을것 같아,"['갈비탕', '로제 파스타']"
4880,금일 저녁으로 김치찜 알리오올리오를 적당히 먹었다,"['김치찜', '알리오올리오']"
4881,아침으로 제육볶음과 간짜장면을 살짝 먹을것임,"['제육볶음', '간짜장면']"
4882,어제 8시에 토마토 파스타하고 떡을 맛있게,"['토마토 파스타', '떡']"
4883,어제 11시에 삼겹살하고 평양 냉면을 많이 먹었네,"['삼겹살', '평양 냉면']"
4884,"내일 식사는 6시에 배추 된장국하고 냉면하고 돈까스와 햄버거, 평양 냉면을 적당히 먹을것 같아","['배추 된장국', '냉면', '돈까스', '햄버거', '평양 냉면']"
4885,"금일 식사는 1시에 간짜장 마라탕, 햄버거를 없음 먹을것임","['간짜장', '마라탕', '햄버거']"
4886,3시에 토마토 샐러드와 김치 볶음밥을 급하게 먹을것 같아,"['토마토 샐러드', '김치 볶음밥']"
4887,금일 식사는 10시에 피자와 쌀밥을 쪼금 먹을게,"['피자', '쌀밥']"
4888,"오늘 식사는 아침에 나시고랭, 족발을 쪼금 먹었어","['나시고랭', '족발']"
4889,내일 모레 저녁으로 족발 보쌈하고 짜장면 제육볶음이랑 소고기 비빔밥을 맛있게 먹을꺼야,"['족발 보쌈', '짜장면', '제육볶음', '소고기 비빔밥']"
4890,"8시에 피자, 밥을 없음 먹었어","['피자', '밥']"
4891,내일 식사는 3시에 짜장면과 햄버거를 먹음,"['짜장면', '햄버거']"
4892,내일 식사로는 9시에 토마토와 쌀밥을 조금 먹었네,"['토마토', '쌀밥']"
4893,"8시에 순두부찌개랑 로제 파스타랑 수육, 로제 파스타를 조금 먹을것 같아","['순두부찌개', '로제 파스타', '수육', '로제 파스타']"
4894,"금일 식사로는 족발, 콩밥을 급하게 먹었다","['족발', '콩밥']"
4895,오늘 식사는 8시에 순두부찌개하고 김치찌개를 맛있게 먹음,"['순두부찌개', '김치찌개']"
4896,아침으로 족발하고 된장 라면을 조금만 먹었네,"['족발', '된장 라면']"
4897,익일 식사는 10시에 토마토를 맛있게 먹을꺼야,['토마토']
4898,"내일 모레 11시에 김치, 소고기를 적당히 먹었네","['김치', '소고기']"
4899,"익일 점심으로 만두국, 밥을 없음 먹을게","['만두국', '밥']"
4900,익일 식사는 오전에 로제 파스타하고 볶음밥을 없음 먹을것 같아,"['로제 파스타', '볶음밥']"
4901,"내일 식사로는 아침으로 김치찌개, 김치 볶음밥을 조금 먹었네","['김치찌개', '김치 볶음밥']"
4902,5시에 쌀밥이랑 된장찌개를 조금 먹을것임,"['쌀밥', '된장찌개']"
4903,아침으로 갈비탕하고 소고기를 급하게 먹을것임,"['갈비탕', '소고기']"
4904,금일 식사로는 5시에 토마토하고 떡만두국을 적정량 먹었다,"['토마토', '떡만두국']"
4905,"오늘 간식으로 배추, 토마토 샐러드를 많이 먹을것임","['배추', '토마토 샐러드']"
4906,금일 점심으로 족발 보쌈 비빔밥을 살짝 먹을것 같아,"['족발 보쌈', '비빔밥']"
4907,"그저께 11시에 만두국, 스테이크를 맛있게 먹을꺼야","['만두국', '스테이크']"
4908,"오늘 식사로는 1시에 밥, 김치찌개, 소고기, 소고기를 빨리 먹을것 같아","['밥', '김치찌개', '소고기', '소고기']"
4909,익일 식사로는 한우랑 만두국을 조금만 먹었어,"['한우', '만두국']"
4910,3시에 햄버거하고 소고기 비빔밥이랑 갈비와 평양 냉면을 적당히,"['햄버거', '소고기 비빔밥', '갈비', '평양 냉면']"
4911,오늘 식사는 3시에 짜장면하고 간짜장면을 먹었네,"['짜장면', '간짜장면']"
4912,내일  4시에 짜장면하고 볶음밥을 살짝 먹었네,"['짜장면', '볶음밥']"
4913,내일  6시에 평양 냉면 김치랑 알리오올리오와 토마토 파스타랑 간짜장을 쪼금 먹을게,"['평양 냉면', '김치', '알리오올리오', '토마토 파스타', '간짜장']"
4914,내일 식사는 아침으로 총각 김치와 토마토 샐러드를 맛있게 먹었다,"['총각 김치', '토마토 샐러드']"
4915,금일 식사로는 4시에 삼겹살을 급하게 먹었네,['삼겹살']
4916,일일 1시에 갈비탕이랑 돈까스를 맛있게 먹을게,"['갈비탕', '돈까스']"
4917,금일 식사로는 아침에 보쌈을 적정량 먹을꺼야,['보쌈']
4918,"내일  11시에 족발 보쌈, 김치찜을 살짝 먹었어","['족발 보쌈', '김치찜']"
4919,"오늘 4시에 짜장면, 갈비탕을 없음 먹었네","['짜장면', '갈비탕']"
4920,"일일 간식으로 김치하고 짜장면, 김치찌개하고 만두국을 맛있게 먹을게","['김치', '짜장면', '김치찌개', '만두국']"
4921,"일일 저녁에 총각 김치, 보쌈을 조금만 먹을것임","['총각 김치', '보쌈']"
4922,내일  7시에 배추 김치하고 갈비탕을 적정량 먹을것임,"['배추 김치', '갈비탕']"
4923,어제 아침으로 토마토를 급하게 먹을것 같아,['토마토']
4924,익일 식사는 간짜장 냉면을 먹었어,"['간짜장', '냉면']"
4925,8시에 스테이크와 김치찌개를 급하게,"['스테이크', '김치찌개']"
4926,일일 4시에 한우하고 삼겹살을 없음 먹을꺼야,"['한우', '삼겹살']"
4927,금일 식사는 오전에 오복쟁반 김치 볶음밥을 적정량 먹을게,"['오복쟁반', '김치 볶음밥']"
4928,금일 오후에 오복쟁반 평양 냉면을 빨리 먹을꺼야,"['오복쟁반', '평양 냉면']"
4929,오늘 식사로는 6시에 떡과 삼겹살을 먹었네,"['떡', '삼겹살']"
4930,익일 6시에 삼겹살과 냉면을 맛있게 먹었다,"['삼겹살', '냉면']"
4931,익일 2시에 오복쟁반이랑 돈까스를 조금 먹을것임,"['오복쟁반', '돈까스']"
4932,익일 배추랑 배추를 먹었다,"['배추', '배추']"
4933,익일 10시에 탕수육과 제육볶음을 없음 먹음,"['탕수육', '제육볶음']"
4934,"금일 식사는 아침에 나시고랭, 제육볶음을 많이 먹었네","['나시고랭', '제육볶음']"
4935,"금일 식사로는 8시에 알리오올리오, 스테이크를 급하게","['알리오올리오', '스테이크']"
4936,그저께 10시에 순두부찌개랑 족발을 먹을게,"['순두부찌개', '족발']"
4937,익일 2시에 김치찜하고 갈비탕을 살짝 먹었다,"['김치찜', '갈비탕']"
4938,그저께 4시에 수육하고 순두부찌개를 살짝 먹을것임,"['수육', '순두부찌개']"
4939,익일 점심에 족발하고 수육을 살짝 먹었네,"['족발', '수육']"
4940,일일 12시에 돈까스 순두부찌개를 조금만 먹었네,"['돈까스', '순두부찌개']"
4941,오늘 식사는 4시에 햄버거하고 된장찌개를 급하게 먹을게,"['햄버거', '된장찌개']"
4942,익일 식사로는 7시에 배추 김치하고 밥을 쪼금 먹을것임,"['배추 김치', '밥']"
4943,금일 식사로는 4시에 볶음밥하고 토마토를 많이 먹었어,"['볶음밥', '토마토']"
4944,오늘 식사는 저녁으로 김밥을 조금만 먹었네,['김밥']
4945,내일 모레 아침으로 김밥과 피자를 많이 먹을꺼야,"['김밥', '피자']"
4946,금일 오전에 쌀밥과 비빔밥을 많이 먹을게,"['쌀밥', '비빔밥']"
4947,어제 5시에 나시고랭과 피자를 조금만 먹을것 같아,"['나시고랭', '피자']"
4948,금일 식사는 1시에 김치찜하고 김치찜 족발을 살짝 먹었네,"['김치찜', '김치찜', '족발']"
4949,"내일 모레 9시에 배추, 총각 김치를 쪼금 먹음","['배추', '총각 김치']"
4950,8시에 떡이랑 밥을 맛있게 먹을게,"['떡', '밥']"
4951,오늘 저녁에 갈비탕 수육이랑 토마토 파스타를 많이 먹을것 같아,"['갈비탕', '수육', '토마토 파스타']"
4952,금일 식사는 7시에 쌀밥과 볶음밥을 적당히 먹었다,"['쌀밥', '볶음밥']"
4953,오늘 식사는 오전에 토마토 파스타 피자를 없음 먹을것 같아,"['토마토 파스타', '피자']"
4954,"내일 모레 5시에 짜장면, 김밥을 적당히 먹을꺼야","['짜장면', '김밥']"
4955,그저께 3시에 제육볶음이랑 냉면을 적정량 먹었네,"['제육볶음', '냉면']"
4956,내일 모레 2시에 쌀밥이랑 돈까스를 조금 먹었다,"['쌀밥', '돈까스']"
4957,익일 식사로는 아침에 스테이크와 밥을 쪼금 먹을꺼야,"['스테이크', '밥']"
4958,내일 식사는 저녁에 간짜장면이랑 토마토를 적당히 먹을꺼야,"['간짜장면', '토마토']"
4959,"내일 식사는 점심으로 수육 배추 김치, 냉면을 조금만 먹었네","['수육', '배추 김치', '냉면']"
4960,금일 식사는 9시에 라면을 조금만 먹을것 같아,['라면']
4961,익일 간식으로 라면과 족발을 급하게 먹었어,"['라면', '족발']"
4962,금일 식사는 5시에 김치 볶음밥 한우를 많이 먹었어,"['김치 볶음밥', '한우']"
4963,"익일 11시에 보쌈, 소고기 비빔밥을 빨리 먹었어","['보쌈', '소고기 비빔밥']"
4964,"익일 식사로는 3시에 짜장면, 배추 된장국을 조금 먹음","['짜장면', '배추 된장국']"
4965,익일 5시에 간짜장면이랑 족발을 적정량 먹을게,"['간짜장면', '족발']"
4966,내일 식사는 6시에 제육볶음과 스테이크를 조금 먹을게,"['제육볶음', '스테이크']"
4967,금일 식사는 점심으로 짜장면과 제육볶음을 조금 먹을게,"['짜장면', '제육볶음']"
4968,오늘 식사는 아침에 김밥 짜장면을 많이 먹을꺼야,"['김밥', '짜장면']"
4969,"내일 식사로는 1시에 팟타이, 제육볶음을","['팟타이', '제육볶음']"
4970,"익일 식사는 아침에 총각 김치, 피자하고 냉면, 소고기하고 토마토 샐러드를 빨리 먹을꺼야","['총각 김치', '피자', '냉면', '소고기', '토마토 샐러드']"
4971,"그저께 점심에 배추 된장국, 토마토 샐러드를 조금만 먹을게","['배추 된장국', '토마토 샐러드']"
4972,금일 식사는 2시에 짜장면하고 콩밥을 맛있게 먹을게,"['짜장면', '콩밥']"
4973,"내일  아침에 순두부찌개, 한우를 적당히 먹을게","['순두부찌개', '한우']"
4974,내일  5시에 보쌈이랑 족발을 먹었어,"['보쌈', '족발']"
4975,"익일 오후에 김치 볶음밥, 갈비하고 토마토를 맛있게 먹을것 같아","['김치 볶음밥', '갈비', '토마토']"
4976,5시에 만두국 피자를 맛있게 먹었어,"['만두국', '피자']"
4977,저녁으로 비빔밥이랑 배추를 급하게 먹었네,"['비빔밥', '배추']"
4978,익일 식사는 저녁에 배추 된장국 된장찌개를 쪼금 먹을것 같아,"['배추 된장국', '된장찌개']"
4979,일일 1시에 간짜장 삼겹살을 급하게 먹었다,"['간짜장', '삼겹살']"
4980,내일 모레 점심으로 김치찌개 만두국을 적당히 먹음,"['김치찌개', '만두국']"
4981,"익일 식사는 1시에 볶음밥, 평양 냉면을 적당히 먹을것임","['볶음밥', '평양 냉면']"
4982,"익일 점심에 콩밥 족발, 콩밥이랑 냉면을 조금만","['콩밥', '족발', '콩밥', '냉면']"
4983,금일 저녁으로 밥 갈비를 적당히 먹음,"['밥', '갈비']"
4984,간식으로 간짜장 햄버거를 없음 먹을게,"['간짜장', '햄버거']"
4985,오늘 식사는 점심에 만두국이랑 짜장면을 먹을것임,"['만두국', '짜장면']"
4986,익일 7시에 나시고랭과 만두국을 맛있게 먹을꺼야,"['나시고랭', '만두국']"
4987,오늘 식사는 아침에 족발과 토마토를 적당히 먹었네,"['족발', '토마토']"
4988,익일 식사로는 6시에 토마토 샐러드하고 로제 파스타를 빨리 먹었다,"['토마토 샐러드', '로제 파스타']"
4989,어제 12시에 라면이랑 갈비를 적정량 먹을것 같아,"['라면', '갈비']"
4990,9시에 비빔밥과 떡만두국을 쪼금 먹음,"['비빔밥', '떡만두국']"
4991,금일 식사로는 오후에 김치 볶음밥과 김치 볶음밥을 조금 먹음,"['김치 볶음밥', '김치 볶음밥']"
4992,그저께 5시에 짜장면과 된장 라면을 적당히 먹을꺼야,"['짜장면', '된장 라면']"
4993,11시에 제육볶음하고 배추 김치를 살짝 먹었어,"['제육볶음', '배추 김치']"
4994,금일 식사로는 라면 라면을 적정량 먹었어,"['라면', '라면']"
4995,"익일 9시에 피자, 떡만두국을 적당히 먹을것 같아","['피자', '떡만두국']"
4996,내일  아침으로 소고기 비빔밥이랑 떡만두국을 살짝 먹음,"['소고기 비빔밥', '떡만두국']"
4997,오늘 식사는 오전에 김치하고 만두국을 빨리 먹었어,"['김치', '만두국']"
4998,1시에 삼겹살하고 라면을 적당히 먹음,"['삼겹살', '라면']"
4999,"어제 간식으로 볶음밥, 짜장면을 적당히 먹을것 같아","['볶음밥', '짜장면']"
5000,오늘 식사로는 저녁에 김치 볶음밥과 된장찌개를 맛있게 먹었어,"['김치 볶음밥', '된장찌개']"
